Army commander General Lavali Kunala id 1000
Platoon commander Lieutenant Tobias Tasev id 12384
Platoon commander Lieutenant Hailey Graham id 13853
Platoon commander Lieutenant Colton Ewing id 3570
Platoon commander Lieutenant Shubha Kalavade id 10940
Platoon commander Lieutenant Ana Maddox id 8842
Platoon commander Lieutenant Nicolas Wagner id 6010
Platoon commander Lieutenant Narek Stefanov id 9616
Platoon commander Lieutenant Prasad Gedam id 12418
Platoon commander Lieutenant Dominic Leonard id 14025
Platoon commander Lieutenant Rameshwari Fadnavis id 3992
Platoon commander Lieutenant Kajal Kadakia id 4836
Platoon commander Lieutenant Zoe Moretti id 6794
Platoon commander Lieutenant Nilasha Chaudhari id 5532
Platoon commander Lieutenant Snehal Jonnakuti id 7681
Platoon commander Lieutenant Alondra Herman id 6053
Platoon commander Lieutenant Ally Dixon id 6393
Platoon commander Lieutenant Fei Chi id 2248
Platoon commander Lieutenant Mykyta Goossens id 11934
Platoon commander Lieutenant Sumit Gandhi id 13761
Platoon commander Lieutenant Ba Ding id 12625
Platoon commander Lieutenant Shelby Walter id 11841
Platoon commander Lieutenant Lily Chan id 5293
Platoon commander Lieutenant Nu Pi id 15020
Platoon commander Lieutenant Michael Campbell id 13889
Platoon commander Lieutenant Dao Cen id 8398
Platoon commander Lieutenant Ling Qin id 9377
Platoon commander Lieutenant Arpita Borraju id 3613
Platoon commander Lieutenant Mirana Stephens id 4754
Platoon commander Lieutenant Chris Rose id 2648
Platoon commander Lieutenant Kaviraj Valladares id 6562
Platoon commander Lieutenant Haritbaran Chakkalackal id 12884
Platoon commander Lieutenant Shuo Du id 3923
Platoon commander Lieutenant Fa Au-yong id 15036
Platoon commander Lieutenant Connor Newton id 11296
Platoon commander Lieutenant Guo Dea id 12488
Platoon commander Lieutenant Kim Morrison id 1156
Platoon commander Lieutenant Aleksandar Asparuhov id 12903
Platoon commander Lieutenant Garrett Webster id 6466
Platoon commander Lieutenant Zack Calderon id 12608
Platoon commander Lieutenant Harshada Charan id 1184
Platoon commander Lieutenant Sophie Mitchell id 11331
Platoon commander Lieutenant Cooper Mccoy id 6646
Platoon commander Lieutenant Aleksandar Willems id 8371
Platoon commander Lieutenant Veeti Fischer id 11968
Platoon commander Lieutenant Thibault Gruev id 8525
Platoon commander Lieutenant Tou Kong id 13671
Platoon commander Lieutenant Luca Kostov id 1371
Squad commander Sergeant Jorge Morton id 4683
Squad commander Sergeant Timila Bhagat id 13468
Squad commander Sergeant Gan Cong id 2899
Squad commander Sergeant Tobias Maes id 7285
Squad commander Sergeant Bi Bi id 2543
Squad commander Sergeant Mya Lindsay id 4501
Squad commander Sergeant Patralekha Banerjee id 7295
Squad commander Sergeant Ian Mccormick id 13458
Squad commander Sergeant Yuvraj Bakland id 9549
Squad commander Sergeant Christoph Wheeler id 4693
Squad commander Sergeant Kateryna Roux id 2910
Squad commander Sergeant Shalin tree Kunapuli id 11960
Squad commander Sergeant Freddie Gomez id 13782
Squad commander Sergeant Jack Hopkins id 9542
Squad commander Sergeant Manjusri Dumra id 9777
Squad commander Sergeant Aparijita Boghara id 12117
Squad commander Sergeant Clarisse Katzarov id 10847
Squad commander Sergeant Juliette Binder id 2533
Squad commander Sergeant Alejandro Trifonov id 12124
Squad commander Sergeant Ding Kau id 13478
Squad commander Sergeant Ba Ai id 7547
Squad commander Sergeant Daniel Jones id 7557
Squad commander Sergeant Ba Chan id 2524
Squad commander Sergeant Ion Stoyanov id 6011
Squad commander Sergeant Amlankusum Annaladasula id 9769
Squad commander Sergeant Duo Ban id 11944
Squad commander Sergeant Trevor Carroll id 13414
Squad commander Sergeant Harinakshi Champati id 7597
Squad commander Sergeant Jiang Cong id 13835
Squad commander Sergeant Audrey York id 2472
Squad commander Sergeant Nathan Sanchez id 4726
Squad commander Sergeant Pavana Azad id 9504
Squad commander Sergeant Jada Green id 2970
Squad commander Sergeant Kevin Cain id 6167
Squad commander Sergeant Sophie Huber id 9804
Squad commander Sergeant Jade Daniel id 7244
Squad commander Sergeant Seth Gill id 2483
Squad commander Sergeant Jeevanlata Hazare id 13422
Squad commander Sergeant Ji Bu id 13826
Squad commander Sergeant Pavani Kaur id 11935
Squad commander Sergeant Suman Gaur id 12140
Squad commander Sergeant Manideepa Arulanandom id 9512
Squad commander Sergeant Emma Burns id 4719
Squad commander Sergeant Dejan Moreau id 2962
Squad commander Sergeant Daksha Capri id 7236
Squad commander Sergeant Ji Feng id 4465
Squad commander Sergeant Richard Sharp id 13854
Squad commander Sergeant Pong Nie id 10709
Squad commander Sergeant Richard Sandoval id 2984
Squad commander Sergeant Tamasa Gowarikar id 10873
Squad commander Sergeant Christopher Russell id 4736
Squad commander Sergeant Puo Jui id 7228
Squad commander Sergeant Brady Ballard id 12151
Squad commander Sergeant Michelline Logan id 2443
Squad commander Sergeant Andriy Bonnet id 7612
Squad commander Sergeant Lilou Wimmer id 2455
Squad commander Sergeant Gurbachan Jasti id 9813
Squad commander Sergeant Lily Contreras id 2463
Squad commander Sergeant Gang Kan id 7605
Squad commander Sergeant Maella Denev id 13405
Squad commander Sergeant Sofija Conti id 13845
Squad commander Sergeant Zachary Hopkins id 9497
Squad commander Sergeant Sachi Jamir id 5981
Squad commander Sergeant Natalia Norman id 11927
Squad commander Sergeant Henry Brewer id 10863
Squad commander Sergeant Ou Ru id 5991
Squad commander Sergeant Lin Gu id 4485
Squad commander Sergeant Madison Matthews id 12132
Squad commander Sergeant An Bo id 2929
Squad commander Sergeant Qi Qin id 13799
Squad commander Sergeant Sofia Kanchev id 2936
Squad commander Sergeant Amelia Weber id 6159
Squad commander Sergeant Sara Walton id 13440
Squad commander Sergeant Taraka Nandigam id 2514
Squad commander Sergeant Ri Koo id 7269
Squad commander Sergeant Hugo Brunner id 9786
Squad commander Sergeant Alicia Holmes id 6150
Squad commander Sergeant Patrick Powers id 2919
Squad commander Sergeant Qiang Huan id 7277
Squad commander Sergeant Sarjana Kandula id 11953
Squad commander Sergeant Gor Binder id 4493
Squad commander Sergeant Charuprabha Azad id 7566
Squad commander Sergeant Chase Bass id 13449
Squad commander Sergeant Aiden Anderson id 10726
Squad commander Sergeant Lea Egger id 10718
Squad commander Sergeant Dou Eng id 7259
Squad commander Sergeant Da Ban id 2953
Squad commander Sergeant Matt Adams id 9796
Squad commander Sergeant Maximiliano Louis id 13430
Squad commander Sergeant Matthew Romero id 13817
Squad commander Sergeant Rebecca Roy id 4477
Squad commander Sergeant Cameron Goodwin id 9522
Squad commander Sergeant Igon Lang id 2493
Squad commander Sergeant Steven Lowery id 7581
Squad commander Sergeant Nicole Strickland id 4709
Squad commander Sergeant Jasmine Moody id 10735
Squad commander Sergeant Jade Santos id 2945
Squad commander Sergeant Mikayla Banks id 9532
Squad commander Sergeant Danielle Pittman id 4702
Squad commander Sergeant Edward Rice id 6000
Squad commander Sergeant Alexandria Butler id 10855
Squad commander Sergeant Maella Hofer id 13810
Squad commander Sergeant Mandira Gahlot id 2503
Squad commander Sergeant Thibault Lechner id 7574
Squad commander Sergeant Kaden Baker id 13792
Squad commander Sergeant Hugo Ebner id 7520
Squad commander Sergeant Madelyn Preston id 12006
Squad commander Sergeant Zoe Woodard id 7393
Squad commander Sergeant Jiang Lo id 12051
Squad commander Sergeant Chloe Lambert id 10811
Squad commander Sergeant Clarisse Martin id 2759
Squad commander Sergeant Lorenzo Simeonov id 7475
Squad commander Sergeant Chittaswarup Bhalla id 9688
Squad commander Sergeant Tungesh Sarin id 2768
Squad commander Sergeant Godavari Champawat id 2640
Squad commander Sergeant Ivan Slavkov id 13586
Squad commander Sergeant Alexander Foster id 13595
Squad commander Sergeant Christopher Graham id 13687
Squad commander Sergeant Dou Cong id 4582
Squad commander Sergeant Briana Hartman id 6054
Squad commander Sergeant Brandon Harrison id 7466
Squad commander Sergeant Emma Mills id 2656
Squad commander Sergeant Jian Eng id 4630
Squad commander Sergeant Gu Hang id 9617
Squad commander Sergeant Archit Senawney id 6088
Squad commander Sergeant Andrea Snyder id 9679
Squad commander Sergeant Michael Martin id 2649
Squad commander Sergeant Narottam Sukumar id 2750
Squad commander Sergeant Cassandra Collier id 7385
Squad commander Sergeant Swaha Mahalingum id 4572
Squad commander Sergeant Kaden Jones id 6046
Squad commander Sergeant Pooja Boghara id 2787
Squad commander Sergeant Nam Ban id 13568
Squad commander Sergeant Vanessa Hawkins id 4563
Squad commander Sergeant Maella Weber id 12068
Squad commander Sergeant Kevin Garner id 7485
Squad commander Sergeant Michelle Jenkins id 2795
Squad commander Sergeant Ahmed Wallner id 2624
Squad commander Sergeant Zoe Rossi id 13706
Squad commander Sergeant Sean Campos id 7367
Squad commander Sergeant Raphael Mayer id 7375
Squad commander Sergeant Sofija Trifonov id 9697
Squad commander Sergeant Megan Valdez id 9607
Squad commander Sergeant Dmitry Schmidt id 13696
Squad commander Sergeant Bryce Sims id 10774
Squad commander Sergeant Joshua Salazar id 4637
Squad commander Sergeant Andrei Hines id 2633
Squad commander Sergeant Matt Parker id 6097
Squad commander Sergeant Thibault Mihaylov id 2778
Squad commander Sergeant Kashmira Bhadauria id 13576
Squad commander Sergeant Dou Dong id 12061
Squad commander Sergeant Wan Ding id 13679
Squad commander Sergeant Swapnali Kharangate id 13605
Squad commander Sergeant Ci Bao id 9658
Squad commander Sergeant Katie Mason id 9640
Squad commander Sergeant Zeng Hiu id 7439
Squad commander Sergeant Genesis Dudley id 2712
Squad commander Sergeant Tuhina Mallapur id 12023
Squad commander Sergeant Wing Di id 7420
Squad commander Sergeant Lang Cheung id 2722
Squad commander Sergeant Olivia Mckinney id 13623
Squad commander Sergeant Ruby Horne id 2684
Squad commander Sergeant Thibault De Smet id 13656
Squad commander Sergeant Maxence Dzhurov id 13632
Squad commander Sergeant Ishana Iragavarapu id 2694
Squad commander Sergeant Brody Cochran id 9647
Squad commander Sergeant Chakrika Jampana id 7430
Squad commander Sergeant Jesus Logan id 13639
Squad commander Sergeant Muo Ke id 10793
Squad commander Sergeant Megan Strickland id 6070
Squad commander Sergeant Alyssa Burke id 4608
Squad commander Sergeant Viktorija Baumgartner id 13647
Squad commander Sergeant Ajanta Addagarla id 4599
Squad commander Sergeant Sarakshi Mahecha id 12032
Squad commander Sergeant Devin Delgado id 12041
Squad commander Sergeant Erica Dean id 4592
Squad commander Sergeant An Bi id 13672
Squad commander Sergeant Shawn Walker id 13613
Squad commander Sergeant Mahadevi Choudhury id 2666
Squad commander Sergeant Lang Foong id 2733
Squad commander Sergeant Ri Woo id 10783
Squad commander Sergeant Rupali Karanth id 4623
Squad commander Sergeant Manana Dasgupta id 9624
Squad commander Sergeant Trevor Ingram id 7402
Squad commander Sergeant Bhagya Jajodia id 12014
Squad commander Sergeant Alessandro Gruber id 2742
Squad commander Sergeant Ava Evans id 7456
Squad commander Sergeant Anamika Bapat id 2674
Squad commander Sergeant Hannah Bailey id 6080
Squad commander Sergeant Xian Lu id 4616
Squad commander Sergeant Jie Gao id 9666
Squad commander Sergeant Aurelien Schwarz id 7446
Squad commander Sergeant Dou An id 7410
Squad commander Sergeant Jayden Black id 6063
Squad commander Sergeant Viktoria Bojidarov id 10803
Squad commander Sergeant Vladyslav Schneider id 13663
Squad commander Sergeant Aurelien Tasev id 9632
Squad commander Sergeant Karen Vargas id 10765
Squad commander Sergeant Jayden Weber id 4645
Squad commander Sergeant Kevin Moses id 13509
Squad commander Sergeant Ariana Nixon id 10837
Squad commander Sergeant Lorenzo Dzhurov id 9742
Squad commander Sergeant Zeng Tow id 13751
Squad commander Sergeant San Ma id 2570
Squad commander Sergeant Ahmed Schwarz id 12098
Squad commander Sergeant Dmitry Huber id 9566
Squad commander Sergeant Mirana Larson id 7319
Squad commander Sergeant Friederich Moser id 7530
Squad commander Sergeant Gan Bing id 4673
Squad commander Sergeant Jie Hu id 2853
Squad commander Sergeant Ion Goossens id 9573
Squad commander Sergeant Pei Khu id 6027
Squad commander Sergeant Han Di id 2845
Squad commander Sergeant Ming Di id 13741
Squad commander Sergeant Revati Bhatia id 7329
Squad commander Sergeant Claire Watson id 11977
Squad commander Sergeant Gu Gwock id 2578
Squad commander Sergeant Duranjaya Shastri id 4531
Squad commander Sergeant Manuel Bender id 2702
Squad commander Sergeant Kali Azad id 13517
Squad commander Sergeant Bryan Harrell id 2863
Squad commander Sergeant Gang Ban id 10742
Squad commander Sergeant Nick Wheeler id 7304
Squad commander Sergeant Alyssa Gonzalez id 7539
Squad commander Sergeant Chintanika Devulapalli id 12105
Squad commander Sergeant Antonio Fisher id 9752
Squad commander Sergeant Girindra Pallamala id 2881
Squad commander Sergeant Amelia Riley id 13487
Squad commander Sergeant Qiang Jian id 13772
Squad commander Sergeant Katherine Joseph id 6141
Squad commander Sergeant Nityapriya Borraju id 4510
Squad commander Sergeant Maeva Lambert id 9760
Squad commander Sergeant Tarik Dashmukhe id 9559
Squad commander Sergeant Xie Si id 2553
Squad commander Sergeant Gan Bi id 11969
Squad commander Sergeant Maxim Moser id 13762
Squad commander Sergeant Zack Mason id 2562
Squad commander Sergeant Chatura Asthana id 4521
Squad commander Sergeant Trevor Benson id 7312
Squad commander Sergeant Christian Johns id 13496
Squad commander Sergeant Ariana Mcclure id 6134
Squad commander Sergeant Qian Xun id 6018
Squad commander Sergeant Landon Glass id 2872
Squad commander Sergeant Jayden Nikolov id 9735
Squad commander Sergeant Julian Lynch id 6123
Squad commander Sergeant David Bishop id 12078
Squad commander Sergeant Artem Colombo id 13548
Squad commander Sergeant Sha Kai id 7356
Squad commander Sergeant Jayden Hoffmann id 4553
Squad commander Sergeant Arvind Gujral id 13723
Squad commander Sergeant Madhusudan Dasineni id 2605
Squad commander Sergeant Di Hui id 4546
Squad commander Sergeant Harsha Madala id 9718
Squad commander Sergeant Dang Dear id 6114
Squad commander Sergeant Si Mi id 2812
Squad commander Sergeant Jiang Jiang id 6037
Squad commander Sergeant Maya Ball id 2802
Squad commander Sergeant Duo Guang id 10821
Squad commander Sergeant Trevor Roman id 9598
Squad commander Sergeant Leandro Gospodinov id 6107
Squad commander Sergeant Alamgir Malwade id 11995
Squad commander Sergeant Dariya Moretti id 13558
Squad commander Sergeant William Crawford id 13714
Squad commander Sergeant Clara Girard id 9708
Squad commander Sergeant Basabi Akkineni id 2614
Squad commander Sergeant Dian Lang id 7495
Squad commander Sergeant Clarisse Tasev id 7348
Squad commander Sergeant Josiah Duncan id 13541
Squad commander Sergeant Caitlin Knight id 7510
Squad commander Sergeant Lorenzo Hristov id 4538
Squad commander Sergeant Ian Harrison id 2595
Squad commander Sergeant Aidan Dunn id 7339
Squad commander Sergeant Bailey Kemp id 9580
Squad commander Sergeant Katyayani Baranwal id 4664
Squad commander Sergeant Jie Hsiao id 2588
Squad commander Sergeant Hugo Metodiev id 13525
Squad commander Sergeant Dao Ai id 12088
Squad commander Sergeant Kang Jing id 2836
